From	To
A0A2U3TZT1	221491
Q6KCM7	114789
Q86WP2	65056
Q9HC29	64127
P11117	53
Q5VZ66	282973
P35052	2817
Q9HC35	27436
Q06828	2331
Q8WWZ7	23461
Q5T749	448834
O43699	946
P51690	415
P60827	390664
P23434	2653
Q9UK45	51690
Q8NBJ5	79709
Q8TBJ5	55079
Q16543	11140
Q9BY64	54490
Q9Y3Q8	81628
A6NM11	474170
Q9P016	29087
P05129	5582
P41208	1069
P32297	1136
Q9NR77	5827
A8MTL3	100507650
Q9Y2G4	22881
Q8NFP9	26960
Q9BYZ8	83998
Q96LM5	152940
Q5VTQ0	158219
Q8NGR8	138881
P23510	7292
Q12979	29
Q96S65	64651
O96018	9546
P20908	1289
Q9H6E5	64852
O00479	10473
Q8TDL5	92747
Q13363	1487
P51170	6340
O43493	10618
Q6W0C5	359787
Q8NGN2	219873
Q14118	1605
P61353	6155
Q7Z6M4	130916
Q96A11	89792
Q9Y6W3	23473
Q9ULX5	7732
P23921	6240
P01036	1472
P63316	7134
P04259	3854
Q6ZUJ8	118788
Q4JDL3	26095
Q8N1M1	144453
P23588	1975
O15197	2051
Q0VAA2	145497
Q3MIV0	337979
Q15831	6794
Q8N3Y1	26259
Q5VY80	154064
P20292	241
O15040	9895
P21918	1816
Q9BW04	79098
O14525	460
Q14993	1310
Q8TF61	150726
Q86SH2	326340
Q5T750	100129271
Q9BPY8	84525
Q9H568	81569
Q9NVH0	55218
P06132	7389
Q8NA58	154197
Q99592	10472
Q9BWV2	83890
P27105	2040
Q13617	8453
Q5RL73	84060
P56704	89780
Q9NX46	54936
Q9BPX5	81873
Q3KQU3	55700
Q9BRT8	55871
Q8N2H4	90196
Q86VG3	119710
Q5H9K5	84460
P49715	1050
P62070	22800
A8K4G0	124599
P31645	6532
O14931	259197
Q8IX90	221150
P49721	5690
Q86Y97	84787
Q9BZF3	114880
Q16698	1666
Q5SQ64	259215
Q6PIU2	57552
Q5BIV9	503542
P12956	2547
Q8NGS1	26219
A6NLX3	388333
Q96AC1	10979
Q13480	2549
Q96AV8	144455
Q9NYR9	28511
O95273	23582
Q9Y2J8	11240
Q13467	7855
P49069	819
P28749	5933
P06899	8970
Q9Y680	51661
Q9H479	64122
P48960	976
Q5XUX0	79791
Q6UX01	55716
Q12907	10960
Q13061	10345
Q8IZA3	132243
Q9H694	80114
Q6ISB3	79977
Q86UX7	83706
Q96BT7	91801
Q9HBX8	59352
P82933	64965
Q9UPY8	22924
Q9BXP8	60676
P48595	5273
Q96Q80	91319
Q96NL3	148103
P22234	10606
Q15027	9744
Q9UK97	26268
Q9NWS0	55011
Q8NGJ7	401667
Q6P4F7	9824
O75094	6586
P22792	1370
Q9NRR2	25823
P37023	94
Q7Z7G0	25890
Q86X29	51599
P30953	8387
Q9NU19	55633
A8MW92	51105
Q9HCZ1	55713
P16671	948
O95707	10775
O00338	6819
Q9UKJ3	23131
Q9NY64	29988
Q9Y5X0	29887
Q15326	10771
Q86VQ1	113263
Q15389	284
Q9NP31	9047
Q14582	10608
Q92643	10026
Q8WUA4	2976
O43299	9907
Q16572	6572
Q9GZW8	58475
Q96B21	120224
Q9Y2C9	10333
Q9NRY6	57048
Q7RTR2	197358
Q19T08	641700
Q9BXN6	64648
Q9C0B7	79613
Q9H0B6	64837
Q4VC31	131076
P09210	2939
Q9NWB1	54715
Q14692	9790
P57764	79792
Q6P1X6	414919
Q9UHV7	9969
P31152	5596
Q96HI0	205564
Q96PF2	23617
P16455	4255
Q13901	10438
D6RI10	6691
Q68J44	338599
Q15032	23518
Q96R05	116362
P68400	1457
Q5VTJ3	127707
O43323	50846
Q49AJ0	51059
Q9BYE3	84648
Q8IXK2	79695
Q5QNW6	440689
P13224	2812
Q9UEE5	9263
Q6NSJ2	653583
Q8NEX9	121214
Q9NVR2	55174
Q96R06	10615
Q96SA4	347735
Q8IZV2	152189
P57678	50628
Q6EEV6	387082
O75153	23277
Q6ZUT9	160518
P40261	4837
Q5TBC7	440603
Q13064	7681
P09238	4319
O43293	1613
Q9BY76	51129
A6NMS7	9884
Q5T752	353134
P61221	6059
P53355	1612
Q96G91	5032
Q9NT22	90187
P42771	1029
Q7Z3B4	53371
O95140	9927
Q13224	2904
Q9UIF8	29994
P07358	732
Q9H8H3	25840
Q96CM4	115861
O60412	26658
Q9Y2D0	11238
Q15796	4087
O00264	10857
P46020	5255
Q8IY51	201798
Q9UJ72	11199
Q9NQM4	139212
Q8TD06	155465
Q03989	10865
Q14028	1258
Q04837	6742
Q5VZR2	441457
Q9NWV4	54987
P10619	5476
Q6WCQ1	23164
Q14232	1967
Q9BWV3	81602
O43502	5889
Q8IY18	23137
Q99614	7265
P51965	7324
Q5JSP0	89846
P31275	3228
Q05952	7142
Q13405	740
Q8NGR6	347169
Q9UK28	25789
Q8IZK6	255231
Q8IXT2	63946
Q9H6L4	79637
Q9NWX5	140459
Q9Y365	10809
A6NFT4	387885
Q9UMR7	50856
O75437	9534
Q8TAZ6	146225
Q9BVA6	11153
Q5T1V6	83479
Q9H6X2	84168
O43824	8225
Q96G04	196483
Q15546	23531
Q9NXV6	55602
O75030	4286
O14772	8790
Q9NVQ4	55179
Q76KX8	147658
P42126	1632
Q96GE6	91860
P31391	6754
P49756	58517
Q9NY91	6527
P47775	2835
Q96K75	84874
P17213	671
Q68CZ1	23322
Q9H1A4	64682
P14555	5320
Q9BWT7	29775
Q9NX08	54951
Q9HAV4	57510
O15018	23037
Q05481	7644
Q4VNC1	84239
P19367	3098
Q9HC62	59343
P50502	6767
Q68DN1	84226
Q8WYK1	129684
A0PJX8	388595
P49184	1774
Q6ZN32	440695
Q9BQ16	50859
P78329	8529
Q86UD0	89958
P61599	51126
Q9H7B2	84154
Q9HB21	59338
Q92953	9312
Q8NFW8	55907
A2RUS2	22898
P10145	3576
Q6XYQ8	341359
P08253	4313
Q8N1B4	6293
P31629	3097
Q9Y5Z9	29914
O75022	102725035
O75022	107987462
B2RC85	222967
B2RC85	728194
Q09028	5928
Q5TEC3	90874
Q9UBL6	27132
P40225	7066
P05451	5967
Q9Y2W6	11022
Q02086	6668
Q96K49	84910
Q9UKA8	11123
Q5T1Q4	222553
Q71UM5	51065
Q96RI9	134860
Q96PB7	118427
Q9NVF9	55224
Q9NRG9	8086
Q9Y3I0	51493
Q16873	4056
Q9NZQ3	51517
Q9ULS6	3788
Q8NGG4	219469
Q69YG0	131616
Q8N2M4	144110
Q86VE0	339344
Q8TDV0	134391
Q96LX8	146434
Q5JRC9	158724
Q8IYX3	164592
Q13685	14
O60931	1497
Q96A32	29895
Q0VAK6	56203
Q8TAE7	170850
Q9Y5G1	56102
P58505	54058
P07359	2811
P48775	6999
O75838	10518
Q3LI76	254950
Q9BWX1	51533
Q9Y6M4	1456
Q9ULV4	23603
Q14153	9679
Q494X3	342908
Q8N119	118856
O95185	8633
Q6JQN1	80724
Q9ULD8	23416
Q9UHD0	29949
Q9BSG1	7549
P46379	7917
Q9NQ32	56673
O75525	10656
P19652	5005
Q9GZV7	60484
P55083	4239
P55197	8028
Q14191	7486
Q9GZP4	57095
Q16656	4899
Q9H299	83442
Q9NRM2	11179
O75509	27242
Q9UGQ3	11182
Q9NQX3	10243
Q2M1Z3	57514
Q8WUJ1	124936
Q99581	54738
Q9BZJ4	51629
Q8TEU8	124857
Q96MK3	54757
Q9Y4P3	26608
Q15276	9135
Q8WU43	150590
Q2M3W8	339318
P31350	6241
P02545	4000
Q8NAV1	84950
Q9NXJ0	54860
Q9H1J5	7478
Q8WYQ3	400916
O14965	6790
Q96MV1	148534
Q96DD7	149345
P52742	7694
Q6IN85	55671
Q9BT25	93323
Q9NW15	55129
Q7Z591	80709
Q6NUJ1	768239
Q9C0I1	54545
Q8IYB4	51555
Q03013	2948
Q2WGJ9	654463
Q8IUZ0	54839
O76002	26707
Q9Y5G7	56109
Q9NUU7	55308
P55210	840
P62195	5705
Q70CQ1	25862
Q96FL8	55244
Q53FD0	79696
Q8TDV5	139760
Q9HCN4	11321
Q7Z5L7	127435
Q9BXP5	51593
Q9Y5E5	56131
Q9C093	79925
Q9Y2U5	10746
Q6NTF7	164668
Q01718	4158
Q96K37	79939
Q9NQ25	57823
Q53GA4	7262
Q9NRP2	56942
Q8TAD2	53342
Q8N3Z6	84186
Q86XU0	342926
P62805	121504
P62805	554313
P62805	8294
P62805	8359
P62805	8360
P62805	8361
P62805	8362
P62805	8363
P62805	8364
P62805	8365
P62805	8366
P62805	8367
P62805	8368
P62805	8370
Q70EK8	54532
Q9BXX0	84034
Q15147	5332
Q9NVR7	55171
O60733	8398
Q8TCP9	221786
P17643	7306
Q9ULL5	57479
Q53H76	51365
Q8ND25	84937
P11229	1128
Q7Z5Y7	222658
Q8TE96	165545
Q12870	6939
P62258	7531
Q9NWW6	54981
O94973	161
P06213	3643
P35269	2962
Q9P1Y5	57662
Q9HCE6	55160
P0DPB6	51082
Q96AE7	55761
Q9ULI1	57495
P05556	3688
Q9H4F1	27090
Q86YT6	57534
Q5MAI5	344387
Q5GFL6	340706
Q96R45	401427
Q9BQ50	11219
O15540	2173
Q86V87	64760
Q32MK0	91807
P08729	3855
Q9UMQ3	8538
Q5DID0	89766
Q86TB3	115701
Q96QG7	66036
Q6P280	57711
P30291	7465
Q9H3R5	64946
P29965	959
Q15569	7016
Q13907	3422
Q8WZ04	220074
Q8N9H8	54932
Q9NZB8	4337
Q6ZMY3	90853
Q86SK9	79966
Q9UBQ6	2135
Q9H4I9	91689
Q86UW2	123264
P80370	8788
Q9NY28	26290
Q9NVX7	55709
Q13029	7799
Q9NXD2	54893
P47211	2587
Q9BX73	83877
Q9ULX3	28987
Q04206	5970
Q6NWY9	25766
Q8N4W6	79962
Q9Y6H1	51142
Q14320	9130
P35625	7078
Q9Y6C2	11117
Q9H6R3	79611
Q9BYN7	84905
Q8TE68	54869
Q9NQX5	56654
Q8IZD4	196513
O15198	4093
Q96N23	144535
Q8IZC7	94039
P61236	83719
O43396	9352
P13164	8519
Q14802	5349
Q9BXP2	56996
P41279	1326
O94880	9678
Q9UNA4	11201
P12755	6497
Q8IXS0	222826
P51843	190
Q5M7Z0	51136
P28838	51056
Q96GX8	404550
Q99584	6284
A0A140T9Z0	10941
Q14789	2804
O96020	9134
Q6BDS2	54887
Q8WWM7	11273
Q6DN72	343413
Q7Z465	149428
P52943	1397
Q96IJ6	29926
Q6ZRI8	158763
Q8NAP3	253461
Q6ZNG0	253639
P62136	5499
B2RUY7	402117
Q9BTE0	26151
Q9H0V9	81562
P18075	655
Q9NZ42	55851
P29972	358
O14638	5169
Q6IEV9	219429
Q68G74	431707
P16150	6693
Q99436	5695
Q6ZVN8	148738
P78414	79192
Q14774	3142
P16473	7253
P43166	766
P60568	3558
Q9HCY8	57402
Q8TD84	57453
Q9NZN4	30846
Q64LD2	79446
O75636	8547
Q8IUX7	165
Q86VQ0	167691
Q8NBF1	148979
Q9BUI4	10623
O43353	8767
Q9Y4K0	4017
P02538	3853
Q14554	10954
Q8N8Z6	285761
Q969E2	113178
Q9C056	84504
Q96GI7	375061
Q93045	11075
P05787	3856
P54107	167
Q8NGX2	403244
O43741	5565
Q15014	9643
Q9GZX6	50616
Q6WRX3	440590
Q9NY12	54433
Q4LDG9	83544
A5PKW4	5662
P51570	2584
Q96SK3	84775
P78316	8602
Q53EP0	64778
Q96CP6	57655
P09564	924
E7ERA6	401934
P05112	3565
A1L3X0	79993
Q76I76	85464
Q12931	10131
O95013	441308
Q86XR2	199786
Q13402	4647
P0CF75	340900
Q8NGP4	219482
Q13609	1776
Q9NRF8	56474
Q68CZ2	64759
P22455	2264
P40926	4191
P60510	5531
Q14213	10148
Q9NR45	54187
Q15853	7392
Q6H8Q1	84448
Q9Y5F6	56097
Q9Y2X9	23528
P25103	6869
P51841	2986
Q9Y224	51637
Q15915	7545
Q9GZV8	63978
F6TDL0	110117499
Q05823	6041
Q6P1W5	84970
Q9H8M2	65980
O15211	5863
A6NG13	152586
Q16718	4698
P62079	10098
O95759	11138
O14718	10692
Q8IYI8	126070
Q496Y0	79836
Q6UXH8	147372
Q9BQK8	64900
P41180	846
Q07954	4035
Q8TE60	170692
Q9UIS9	4152
Q8TF08	170712
Q13882	5753
Q6ZW05	442213
P62277	6207
Q5T0W9	222584
O95070	10897
Q8NCG7	221955
Q96FC9	1663
O95985	8940
P60903	6281
Q99732	9516
Q9NS66	54328
P43686	5704
Q96ME7	84450
Q86XJ1	283431
Q9P209	55722
Q8NG78	219865
Q9NRF2	25970
Q01085	7073
P59910	374407
O60313	4976
O14641	1856
Q9H4K1	26150
Q16667	1033
P33241	4046
Q8WWB3	143241
Q9BS16	64105
G3V2F7	7335
Q92911	6528
Q9UJX4	51433
O94967	22911
Q13797	3680
O00461	27333
Q9BRV3	55974
P28289	7111
Q15545	6879
A6PVI3	392517
Q9Y4E8	9958
Q12852	7786
Q6UXV4	139322
Q9GZU2	5178
O76096	8530
Q7Z6I5	353324
Q9NRN7	60496
O00287	5994
Q96FS4	6494
Q9Y546	115353
Q9Y448	90417
Q9H293	64806
Q8IUE6	317772
Q9C0A6	55209
Q14031	1288
Q9H910	90861
Q9BQI5	84251
Q8NFV4	83451
Q6ZMV8	100129543
Q7Z5A9	407738
O75486	8464
Q8NDV3	27127
O00175	6369
Q8IXJ6	22933
Q9GZX5	59348
O75694	9631
Q9NTX9	63939
Q8NA19	91133
Q5VU69	388701
P04280	5542
Q14D33	285093
Q86VK4	57862
O00308	11060
P51511	4324
Q9H503	140836
Q9UGJ1	27229
Q8N4P6	149499
Q5MJ10	494119
Q9BRR8	55094
Q8IY34	51296
Q9NV58	25897
O75800	51364
Q0D2K3	92129
Q6UXY8	79838
Q460N3	165631
Q9BXS1	91734
Q96N21	146705
Q9P278	57600
Q6ICH7	57168
Q9NQX6	55422
P07951	7169
P13473	3920
P08294	6649
Q86VN1	51028
P10451	6696
P52798	1945
Q9H8Y1	55237
O95785	58525
Q6UWN8	404203
P19388	5434
Q96MH2	124790
P61266	112755
Q8IXT5	389677
Q99684	2672
O00445	6861
Q8NBJ4	51280
E9PDY4	1378
P14618	5315
Q13470	8711
Q8WXG1	91543
P32121	409
Q9BY41	55869
Q9UKI8	9874
Q8WY91	51078
P51157	9364
P09467	2203
Q8TF30	123720
Q9P0T7	252839
P54105	1207
Q96PH1	79400
P51693	333
Q8WYQ4	150248
A6NF83	389493
Q96BD6	80176
P31431	6385
Q8WUP2	54751
Q8IZU9	84623
Q15139	5587
O75569	8575
Q9P2J5	51520
Q8NC42	284996
Q33E94	5992
Q9BXU7	83844
Q6DD87	126208
P17544	11016
Q53G59	59349
Q8NGZ4	81469
Q99418	9266
Q8NAB2	143879
Q96K58	79759
P10721	3815
Q86YT9	120425
Q6PJ61	23403
Q9C0D9	85465
Q5T2D3	23252
P28347	7003
P52630	6773
Q12768	9897
Q3SYF9	337974
Q15744	1053
Q8NGG6	219858
Q9UKJ8	8747
Q9UMW8	11274
P35232	5245
Q86XF0	200895
Q9HBL6	57408
P14410	6476
P31321	5575
Q19AV6	125150
Q96CX2	115207
Q92729	10076
Q5XKR4	23440
Q8NDG6	122402
Q496F6	342510
Q9NNW5	11180
Q4W5G0	166815
P78380	4973
Q6ZMP0	79875
Q9H3T3	10501
P02649	348
Q9UPW6	23314
Q96EB1	26610
Q8N8F6	285525
Q13106	7710
Q6ZV65	100129583
Q6ZV65	100631383
Q8N819	147699
P31150	2664
P56377	8905
P09016	3233
O00566	10199
Q96HU8	54769
Q5SY16	79707
A8MT70	79740
P05546	3053
P61371	3670
B4E2M5	100287718
Q6P0N0	55320
Q6KB66	144501
O75161	261734
O43390	10236
Q9ULC0	51705
P23280	765
Q16827	5800
Q9BQ67	83743
Q9H7F4	79134
Q8WVH0	594855
Q9Y2P0	90485
Q5SWA1	84919
F5H284	645142
O75940	10285
Q8N4F7	285533
Q5T6S3	26147
P06396	2934
Q14439	11245
P0DN87	94027
Q0JRZ9	115548
Q13790	319
Q9NQV7	56979
O94810	8786
Q92878	10111
Q8NGC9	390442
Q6NY19	256949
Q9H9A6	55631
P09172	1621
P37287	5277
O75752	8706
Q9P2N5	54439
Q8NEN9	118987
Q9Y4R8	9894
P54922	141
P51692	6777
P40424	5087
Q9NSI5	150084
Q7RTU9	161497
Q9BWS9	66005
D3W0D1	100431172
P01009	5265
O94923	26035
Q6A555	255220
Q07960	392
O15511	10092
Q9Y297	8945
Q13825	549
P05543	6906
Q5JR59	23281
O95749	9453
O60271	9043
Q9BRG2	10045
P59796	257202
Q9NV66	55253
Q9Y617	29968
P08621	6625
Q4L180	11259
O94991	26050
Q9Y5Z6	8708
Q8WYA1	56938
P40938	5983
Q96L50	122769
Q5VUY0	126767
Q9BXJ5	114898
Q6Y2X3	85406
P98155	7436
Q9NYU2	56886
Q5TCH4	284541
P22674	10309
Q8NG08	92797
O75534	7812
Q6UXD5	26470
Q7Z6J6	84978
Q8WXH5	122809
P24522	1647
P18847	467
Q8WXC3	260434
Q9Y6K9	8517
Q0IIM8	54885
Q6ZMT4	80853
Q9BQI9	83714
P45983	5599
Q15906	6944
Q5TYW1	26149
P02751	2335
P51787	3784
P31025	3933
Q9Y3C1	51491
Q5T0U0	160857
Q9Y5Y3	11250
Q8TD91	139081
Q96MU6	197320
Q9GZQ4	56923
Q9BZW7	80705
O75679	10738
P27540	405
Q02846	3000
Q86WI3	84166
Q9H7D0	80005
Q01518	10487
P02745	712
P98169	158586
Q9Y6Q6	8792
O00623	5193
P60014	353333
Q15116	5133
P27449	527
Q96FN4	221184
P47872	6344
Q9H4M7	57664
Q7Z406	79784
Q12934	631
Q00765	7905
Q96K62	84878
Q14681	23510
P55042	6236
P34059	2588
Q9HBY0	50508
Q9GZS9	23563
Q6QNY1	282991
Q9UHD9	29978
Q9UBX1	8722
Q9Y3F4	11171
Q96EE3	81929
Q9NTZ6	10137
A6NFQ2	285966
Q52LA3	91750
Q9UKF2	11085
Q86WG3	85300
Q8NI36	134430
Q12873	1107
P06454	5757
O75081	863
Q8TAW3	79891
Q08495	2039
Q9P2M1	55805
P23771	2625
Q2NL82	55720
Q9H9E3	25839
Q16798	10873
O95196	10675
Q13415	4998
P54136	5917
Q7L5N7	54947
Q9BV99	65999
Q9BW71	8479
Q8WUI4	51564
Q9P2N4	56999
Q8NGT7	346525
O60895	10266
P0CG23	54753
P00740	2158
Q15633	6895
Q53FZ2	6296
Q01484	287
Q9UBX3	1468
P16233	5406
Q96DU7	80271
P08861	23436
O43236	5414
O60296	66008
Q96JQ0	8642
Q8IWT3	23113
P08172	1129
Q9BVJ7	54935
Q14002	1087
Q99502	2138
P20916	4099
Q9BY15	84658
O14524	23306
P17026	7570
Q12913	5795
Q6ZMM2	339366
Q9NSU2	11277
P17029	7586
Q9Y343	28966
Q68CQ4	27042
Q9BVV8	55009
O14788	8600
O60934	4683
P09486	6678
Q14697	23193
Q8IUB5	164237
O43813	10314
Q9NW81	55101
P11309	5292
P19256	965
Q13017	394
Q9NPH5	50507
Q9BS31	65251
Q96Q05	83696
O43934	79157
Q96PU4	115426
Q9BX70	55643
Q687X5	79689
Q9UBN6	8793
P21917	1815
Q12955	288
P50897	5538
Q9NS91	56852
Q9BRX8	84293
Q9BTP7	91442
Q8NAF0	163033
Q2TBF2	9671
Q96BY2	64112
Q5QJ38	126637
Q9Y466	7101
Q9BXM9	83856
Q8WTP9	170626
P40879	1811
Q8IUC6	148022
P17035	7576
Q5TGI4	389432
P30837	219
Q8IYL9	8477
Q9NPG3	29855
Q5JT25	347517
Q6ZW49	22976
A6NHN6	440348
Q96T55	83795
P49589	833
Q7L5N1	10980
Q9NSA3	56998
Q5VUJ6	57631
Q5T619	127665
Q96H78	9673
Q8WWU5	6954
Q9NQI0	54514
Q8N5M4	283237
Q96CF2	92421
Q9ULK6	57484
A6NI56	645811
Q96BZ8	79165
O43597	10253
Q8WW01	116461
Q96SQ7	84913
Q9P0N5	51259
Q9BQC3	1802
Q9H7S9	80139
Q9BSE5	79814
Q9Y2N7	64344
Q9UJX5	29945
Q9NTN3	23169
A6NDS4	414059
Q9UKL4	57369
Q2M3X9	641339
O75044	23380
Q5JT82	128209
Q5MY95	377841
O14498	3671
Q9NYU1	55757
Q09428	6833
Q9HCX3	57343
Q9GZV4	56648
P40818	9101
Q8NG75	390155
Q9BXN1	54829
Q92900	5976
A8MX76	440854
Q7Z5L0	284013
Q9HCM1	55196
P48637	2937
Q04323	51035
Q99504	2140
Q86SQ4	57211
P52655	2957
Q9UHY8	9637
Q9H1B5	64132
P20594	4882
Q9Y316	51072
Q86X10	57148
P57058	30811
Q3SXP7	85352
Q9BXG8	84654
Q5SRN2	10665
Q96FV0	90506
P30044	25824
Q9H210	120776
Q9UKN8	9329
Q8NDX9	58496
P55345	3275
Q9UK61	23272
P21709	2041
Q13635	5727
P05156	3426
P52306	5910
H3BLT4	332
Q8IVH8	8491
O95436	10568
Q8TAF7	92283
Q6ZV70	347404
Q8NGR2	392390
Q15650	9325
P49189	223
Q8IZA0	79932
O00399	10671
Q69YI7	203245
P28328	5828
A0PJX0	130106
P26378	1996
Q9H0U4	81876
Q02978	8402
O60739	10289
Q8WYK2	122953
Q9Y5H9	56146
Q9NZC2	54209
P15104	2752
Q4G1C9	144321
P08949	4828
Q5EG05	114769
P22760	13
Q5T124	91544
P61626	4069
O43324	9521
Q5T0N1	118491
Q8N128	283635
Q92681	6248
Q9H2S6	64102
P0DPA2	391123
O95347	10592
Q0WX57	728369
Q0WX57	728373
Q0WX57	728379
Q0WX57	728393
Q0WX57	728400
Q0WX57	728405
Q0WX57	728419
Q9UPW8	23025
Q86V97	89890
Q9NWQ4	55668
P49335	5456
P08700	3562
Q9BXM7	65018
O60306	9716
P09693	917
Q96PK6	100526737
Q96PK6	10432
Q86XQ3	347732
O60755	8484
Q8WZ79	58511
Q9NQL2	58528
P61604	3336
P52790	3101
P21754	7784
Q02833	8045
Q5SSJ5	50809
Q8TF46	115752
Q8IVU1	9543
Q99962	6456
P15954	1350
Q9UPS8	22852
Q5VWM4	391002
P42263	2892
Q5THK1	253143
Q9BS26	23071
Q13303	8514
Q6HA08	431705
Q14157	9898
Q03518	6890
P31644	2558
Q9GZV9	8074
Q9NPJ8	55916
P17600	6853
Q8NGJ5	119682
P0C7T3	390084
Q9NSA2	3750
P0C0P6	594857
Q96Q40	65061
Q6XQN6	93100
P49736	4171
Q9BTN0	79414
Q969T4	10477
Q8N323	120400
Q2TA70	1201
Q9NP55	51297
A6NMK7	642843
Q15011	9709
P11216	5834
Q8N6S5	151188
Q96RJ0	134864
O95926	25949
Q9Y2T6	9290
Q9UPV7	23349
Q93084	489
Q16394	2131
Q8NEQ5	128346
P31483	7072
Q9BWD1	39
Q9Y2H2	22876
O95573	2181
Q9Y394	51635
Q8IZE3	57147
P45973	23468
Q7Z6G3	54550
Q6E0U4	93099
O95988	9623
Q17RC7	91828
O00178	9567
Q6ZNL6	152273
Q13112	8208
Q7Z3U7	23041
Q96JT2	85414
Q2KJY2	55083
Q8N394	160335
Q07627	81851
P16083	4835
P49190	5746
P04731	4489
A2RUU4	340204
Q9NP84	51330
Q04721	4853
Q9P0M2	9465
O75185	9914
Q7Z407	114788
Q6ZQW0	169355
O75398	10522
Q13111	10036
Q96FX2	285381
Q96LA6	115350
P51003	10914
O43708	2954
Q8N8M0	375607
Q8TBE7	80723
Q08477	4051
Q3V6T2	55704
P61009	60559
Q8TDR0	26146
Q15172	5525
P0C0E4	282808
Q6NV74	343990
P27815	5141
P17707	262
Q6IEE7	124842
Q15319	5459
Q6ZMD2	201305
Q9UQD0	6334
Q14590	9310
Q86UU0	283149
Q9UDX3	284904
P07550	154
O95251	11143
P08519	4018
Q969T7	115024
Q14671	9698
Q7Z478	54505
Q92630	8445
Q9H422	10114
Q9Y2S2	51084
Q8IXV7	200942
O00212	29984
Q9UHX1	22827
O94817	9140
Q8WWX9	140606
Q15006	9694
Q8N3T1	117248
Q5FWF4	84083
O43320	8823
Q99081	6938
Q8IZ57	140767
Q9BRP7	91893
Q9BYQ7	85285
P29353	6464
Q13634	1016
Q8NDY3	113622
A6NCE7	643246
O95670	534
Q5T7P2	353131
Q8NG83	127062
Q9NRH3	27175
Q9UIG0	9031
Q9ULB5	1005
B4DL54	100529261
Q68CP4	138050
Q8NGQ1	283189
P00734	2147
Q6IEU7	390167
O43525	3786
Q99523	6272
Q9UM01	9056
P40313	1506
Q5H8A4	54872
O94772	4062
Q8NGR4	392391
Q15847	10974
Q8N8E3	201134
O96007	4338
Q8TED4	219855
P10075	2738
Q14147	9704
Q09019	1762
Q969Q6	55012
P29317	1969
P43026	8200
Q9P086	400569
Q86WN1	89848
Q05901	1142
P49802	6000
Q9UBD5	23595
Q3MJ62	222696
Q8TDY3	140625
Q8TB45	64798
P28331	4719
Q92574	7248
P01579	3458
P62699	51646
P55039	1819
H3BUK9	100287399
H3BUK9	100996331
Q2LD37	84162
Q96MC2	92749
Q8WU90	55854
P01833	5284
Q96NY8	81607
P31639	6524
Q15311	10928
P53708	8516
P50895	4059
Q2TAZ0	23130
P08217	63036
Q9Y5G3	56104
Q86UU1	23187
Q92974	9181
P15036	2114
Q9C0C4	54910
Q9BWW4	23648
P40855	5824
Q92786	5629
O00748	8824
Q16739	7357
Q9P0S9	51522
Q14012	8536
Q9H147	116092
P10124	5552
Q9C002	84419
Q52LJ0	283742
Q30201	3077
Q15125	10682
Q7L985	158038
P0C862	338872
P04035	3156
P22612	5568
Q8N2R0	116039
Q9Y5P0	79339
P35318	133
Q8NHX4	130560
Q15004	9768
O14964	9146
A6NL08	390323
Q16643	1627
Q9UGQ2	11094
Q5H9J9	100996648
P04264	3848
P27037	92
P13500	6347
P61011	6729
Q8WXX5	23234
Q9UL19	5920
O60240	5346
Q9Y333	57819
Q18PE1	285489
Q6ZMG9	253782
P36888	2322
P24844	10398
Q8IX05	9936
Q9H9S0	79923
Q9BQA9	79415
P01127	5155
Q9NPB8	56261
Q96NL8	157657
P0C1Z6	29844
Q96PX9	153478
P51797	1185
P05386	6176
O15520	2255
Q8WW36	389874
Q6GYQ0	253959
A7KAX9	9743
P16860	4879
P51993	2528
O76013	8689
P08034	2705
O96017	11200
P12236	293
Q9BQ31	3790
Q9UBL0	10777
P35368	147
P31371	2254
Q9Y385	51465
Q8N9I9	196403
Q9NUJ3	55346
Q9NSI8	64092
Q9H2Y7	64397
P0DMU9	102723631
P60321	339345
P11802	1019
Q6ZSI9	147968
Q96BY7	55102
Q6ZQY2	400891
Q15493	9104
Q16891	10989
Q9Y3A5	51119
Q9Y217	9107
P61764	6812
Q99551	7978
Q9C091	80000
Q8N118	260293
Q8N554	92822
Q96JH8	55698
Q6WQI6	641654
Q7L099	22902
P39687	8125
Q9NSD7	51289
P52738	7699
Q9H4W6	253738
P61225	5912
P01574	3456
Q16778	8349
Q9BX26	10388
Q0GE19	84068
Q49AR2	55322
O15303	2916
P31260	3206
Q9H0T7	64284
Q02246	6900
Q14687	23199
O00255	4221
Q8N0U8	154807
Q96D98	126272
O60840	778
P86397	109703458
Q8NEN0	84071
Q8NFC6	259282
P22004	654
Q8TD30	84706
P12268	3615
P0CJ78	100507290
P36382	2702
Q9BRX9	84292
Q15617	26494
Q9BV57	55256
P09884	5422
P62314	6632
Q96Q42	57679
Q9NP71	51085
P11465	5670
Q6IPM2	23288
Q9HAW8	54575
O60291	23295
Q9NTN9	57715
Q6PJG9	78999
Q04917	7533
Q96DN2	220001
O76094	6731
Q6YFQ2	125965
Q7L5L3	79153
P42568	4300
Q4ZIN3	91304
Q6UB99	29123
O43763	3196
Q7RTS9	54808
P50452	5271
Q8NEB7	84519
P98153	9993
P48357	3953
Q30KQ6	245928
Q5T9C9	138429
O75820	7743
P09630	3223
